name,marker-color,marker-size,marker-symbol,id,feature-type,notes,geology,lon,lat
Valley of Stones,#000000,,,349,Stone,,Sarsen,-2.57132,50.68876
Valley of Stones,#000000,,,350,Stone,,Sarsen,-2.57129,50.68872
Valley of Stones,#000000,,,351,Stone,,Sarsen,-2.57134,50.68871
Valley of Stones,#000000,,,352,Stone,,Sarsen,-2.57138,50.68874
Valley of Stones,#000000,,,353,Stone,,Sarsen,-2.57145,50.6887
Valley of Stones,#000000,,,354,Stone,,Sarsen,-2.57135,50.68867
Valley of Stones,#000000,,,355,Stone,,Sarsen,-2.57144,50.68865
Valley of Stones,#000000,,,356,Stone,,Sarsen,-2.57134,50.68864
Valley of Stones,#000000,,,357,Stone,,Sarsen,-2.57128,50.68863
Valley of Stones,#000000,,,358,Stone,,Sarsen,-2.57128,50.68856
Valley of Stones,#000000,,,359,Stone,,Sarsen,-2.57119,50.68857
Valley of Stones,#000000,,,360,Stone,,Sarsen,-2.57112,50.68858
Valley of Stones,#000000,,,361,Stone,,Sarsen,-2.57074,50.68856
Valley of Stones,#000000,,,362,Stone,,Sarsen,-2.57051,50.68845
Valley of Stones,#000000,,,363,Stone,,Sarsen,-2.57025,50.6831
Valley of Stones,#000000,,,364,Stone,,Sarsen,-2.5695,50.68738
Valley of Stones,#000000,,,365,Stone,,Sarsen,-2.57088,50.68772
Valley of Stones,#000000,,,366,Stone,,Sarsen,-2.57081,50.68771
Valley of Stones,#000000,,,367,Stone,,Sarsen,-2.57079,50.68766
Valley of Stones,#000000,,,368,Stone,,Sarsen,-2.57074,50.68764
Valley of Stones,#000000,,,369,Stone,,Sarsen,-2.57064,50.68763
Valley of Stones,#000000,,,370,Stone,,Sarsen,-2.57069,50.68762
Valley of Stones,#000000,,,371,Stone,,Sarsen,-2.57063,50.68759
Valley of Stones,#000000,,,372,Stone,,Sarsen,-2.57056,50.68755
Valley of Stones,#000000,,,373,Stone,,Sarsen,-2.57054,50.68752
Valley of Stones,#000000,,,374,Stone,,Sarsen,-2.57058,50.68747
Valley of Stones,#000000,,,375,Stone,,Sarsen,-2.57053,50.6874
Valley of Stones,#000000,,,376,Stone,,Sarsen,-2.57049,50.68738
Valley of Stones,#000000,,,377,Stone,,Sarsen,-2.57055,50.68723
Valley of Stones,#000000,,,378,Stone,,Sarsen,-2.57049,50.68719
Valley of Stones,#000000,,,379,Stone,,Sarsen,-2.5705,50.68707
Valley of Stones,#000000,,,380,Stone,,Sarsen,-2.57027,50.68707
Valley of Stones,#000000,,,381,Stone,,Sarsen,-2.57078,50.68662
Valley of Stones,#000000,,,382,Stone,,Sarsen,-2.57074,50.68655
Valley of Stones,#000000,,,383,Stone,,Sarsen,-2.57058,50.68656
Valley of Stones,#000000,,,384,Stone,,Sarsen,-2.57085,50.68572
Valley of Stones,#000000,,,385,Stone,,Sarsen,-2.5709,50.68572
Valley of Stones,#000000,,,386,Stone,,Sarsen,-2.57097,50.6857
Valley of Stones,#000000,,,387,Stone,,Sarsen,-2.57091,50.68565
Valley of Stones,#000000,,,388,Stone,,Sarsen,-2.57098,50.68565
Valley of Stones,#000000,,,389,Stone,,Sarsen,-2.57106,50.68565
Valley of Stones,#000000,,,390,Stone,,Sarsen,-2.5709,50.68561
Valley of Stones,#000000,,,391,Stone,,Sarsen,-2.57097,50.68561
Valley of Stones,#000000,,,392,Stone,,Sarsen,-2.57099,50.68557
Valley of Stones,#000000,,,393,Stone,,Sarsen,-2.57093,50.68554
Valley of Stones,#000000,,,394,Stone,,Sarsen,-2.57097,50.68551
Valley of Stones,#000000,,,395,Stone,,Sarsen,-2.57101,50.68549
Valley of Stones,#000000,,,396,Stone,,Sarsen,-2.57105,50.68553
Valley of Stones,#000000,,,397,Stone,,Sarsen,-2.57111,50.68555
Valley of Stones,#000000,,,398,Stone,,Sarsen,-2.57114,50.68558
Valley of Stones,#000000,,,399,Stone,,Sarsen,-2.57117,50.68555
Valley of Stones,#000000,,,400,Stone,,Sarsen,-2.57108,50.68547
Valley of Stones,#000000,,,401,Stone,,Sarsen,-2.57109,50.68544
Valley of Stones,#000000,,,402,Stone,,Sarsen,-2.57116,50.68551
Valley of Stones,#000000,,,403,Stone,,Sarsen,-2.57119,50.68547
Valley of Stones,#000000,,,404,Stone,,Sarsen,-2.57125,50.6855
Valley of Stones,#000000,,,405,Stone,,Sarsen,-2.57128,50.68546
Valley of Stones,#000000,,,406,Stone,,Sarsen,-2.57136,50.68538
Valley of Stones,#000000,,,407,Stone,,Sarsen,-2.57135,50.68536
Valley of Stones,#000000,,,408,Stone,,Sarsen,-2.57141,50.6853
Valley of Stones,#000000,,,409,Stone,,Sarsen,-2.57163,50.68528
Valley of Stones,#000000,,,410,Stone,,Sarsen,-2.57171,50.68519
Valley of Stones,#000000,,,411,Stone,,Sarsen,-2.57167,50.68516
Valley of Stones,#000000,,,412,Stone,,Sarsen,-2.57175,50.68514
Valley of Stones,#000000,,,413,Stone,,Sarsen,-2.57186,50.68516
Valley of Stones,#000000,,,414,Stone,,Sarsen,-2.57184,50.68512
Valley of Stones,#000000,,,415,Stone,,Sarsen,-2.5719,50.68514
Valley of Stones,#000000,,,416,Stone,,Sarsen,-2.57202,50.68513
Valley of Stones,#000000,,,417,Stone,,Sarsen,-2.57202,50.68509
Valley of Stones,#000000,,,418,Stone,,Sarsen,-2.57203,50.68504
Valley of Stones,#000000,,,419,Stone,,Sarsen,-2.57194,50.68502
Valley of Stones,#000000,,,420,Stone,,Sarsen,-2.57212,50.68505
Valley of Stones,#000000,,,421,Stone,,Sarsen,-2.57203,50.685
Valley of Stones,#000000,,,422,Stone,,Sarsen,-2.57199,50.68496
Valley of Stones,#000000,,,423,Stone,,Sarsen,-2.57213,50.68501
Valley of Stones,#000000,,,424,Stone,,Sarsen,-2.57205,50.68497
Valley of Stones,#000000,,,425,Stone,,Sarsen,-2.57204,50.68494
Valley of Stones,#000000,,,426,Stone,,Sarsen,-2.57215,50.68497
Valley of Stones,#000000,,,427,Stone,,Sarsen,-2.57224,50.68497
Valley of Stones,#000000,,,428,Stone,,Sarsen,-2.57228,50.68494
Valley of Stones,#000000,,,429,Stone,,Sarsen,-2.57216,50.68494
Valley of Stones,#000000,,,430,Stone,,Sarsen,-2.57236,50.68493
Valley of Stones,#000000,,,431,Stone,,Sarsen,-2.57174,50.68488
Valley of Stones,#000000,,,432,Stone,,Sarsen,-2.57211,50.68488
Valley of Stones,#000000,,,433,Stone,,Sarsen,-2.5722,50.68488
Valley of Stones,#000000,,,434,Stone,,Sarsen,-2.57226,50.68488
Valley of Stones,#000000,,,435,Stone,,Sarsen,-2.57234,50.68487
Valley of Stones,#000000,,,436,Stone,,Sarsen,-2.57214,50.68484
Valley of Stones,#000000,,,437,Stone,,Sarsen,-2.57208,50.68481
Valley of Stones,#000000,,,438,Stone,,Sarsen,-2.57216,50.68479
Valley of Stones,#000000,,,439,Stone,,Sarsen,-2.57225,50.68481
Valley of Stones,#000000,,,440,Stone,,Sarsen,-2.57186,50.68472
Valley of Stones,#000000,,,441,Stone,,Sarsen,-2.57213,50.68477
Valley of Stones,#000000,,,442,Stone,,Sarsen,-2.57218,50.68477
Valley of Stones,#000000,,,443,Stone,,Sarsen,-2.57234,50.6848
Valley of Stones,#000000,,,444,Stone,,Sarsen,-2.57228,50.68479
Valley of Stones,#000000,,,445,Stone,,Sarsen,-2.57223,50.68478
Valley of Stones,#000000,,,446,Stone,,Sarsen,-2.5722,50.68475
Valley of Stones,#000000,,,447,Stone,,Sarsen,-2.57217,50.68472
Valley of Stones,#000000,,,448,Stone,,Sarsen,-2.57217,50.68467
Valley of Stones,#000000,,,449,Stone,,Sarsen,-2.57212,50.68467
Valley of Stones,#000000,,,450,Stone,,Sarsen,-2.5722,50.68463
Valley of Stones,#000000,,,451,Stone,,Sarsen,-2.5722,50.6846
Valley of Stones,#000000,,,452,Stone,,Sarsen,-2.57224,50.68458
Valley of Stones,#000000,,,453,Stone,,Sarsen,-2.57225,50.68456
Valley of Stones,#000000,,,454,Stone,,Sarsen,-2.57229,50.68455
Valley of Stones,#000000,,,455,Stone,,Sarsen,-2.57233,50.68454
Valley of Stones,#000000,,,456,Stone,,Sarsen,-2.57236,50.68456
Valley of Stones,#000000,,,457,Stone,,Sarsen,-2.57238,50.6845
Valley of Stones,#000000,,,458,Stone,,Sarsen,-2.57245,50.68449
Valley of Stones,#000000,,,459,Stone,,Sarsen,-2.57248,50.68453
Valley of Stones,#000000,,,460,Stone,,Sarsen,-2.57252,50.68458
Valley of Stones,#000000,,,461,Stone,,Sarsen,-2.57244,50.6846
Valley of Stones,#000000,,,462,Stone,,Sarsen,-2.57244,50.68462
Valley of Stones,#000000,,,463,Stone,,Sarsen,-2.57235,50.68469
Valley of Stones,#000000,,,464,Stone,,Sarsen,-2.57247,50.68465
Valley of Stones,#000000,,,465,Stone,,Sarsen,-2.57242,50.68468
Valley of Stones,#000000,,,466,Stone,,Sarsen,-2.57239,50.68471
Valley of Stones,#000000,,,467,Stone,,Sarsen,-2.57237,50.68478
Valley of Stones,#000000,,,468,Stone,,Sarsen,-2.57239,50.68474
Valley of Stones,#000000,,,469,Stone,,Sarsen,-2.57242,50.68473
Valley of Stones,#000000,,,470,Stone,,Sarsen,-2.57245,50.68476
Valley of Stones,#000000,,,471,Stone,,Sarsen,-2.57252,50.68478
Valley of Stones,#000000,,,472,Stone,,Sarsen,-2.5726,50.6848
Valley of Stones,#000000,,,473,Stone,,Sarsen,-2.57247,50.68472
Valley of Stones,#000000,,,474,Stone,,Sarsen,-2.57255,50.68473
Valley of Stones,#000000,,,475,Stone,,Sarsen,-2.57269,50.68473
Valley of Stones,#000000,,,476,Stone,,Sarsen,-2.57248,50.68469
Valley of Stones,#000000,,,477,Stone,,Sarsen,-2.57254,50.68468
Valley of Stones,#000000,,,478,Stone,,Sarsen,-2.57261,50.6847
Valley of Stones,#000000,,,479,Stone,,Sarsen,-2.57273,50.68469
Valley of Stones,#000000,,,480,Stone,,Sarsen,-2.57257,50.68465
Valley of Stones,#000000,,,481,Stone,,Sarsen,-2.57259,50.68462
Valley of Stones,#000000,,,482,Stone,,Sarsen,-2.57267,50.68463
Valley of Stones,#000000,,,483,Stone,,Sarsen,-2.57299,50.68463
Valley of Stones,#000000,,,484,Stone,,Sarsen,-2.57222,50.68447
Valley of Stones,#000000,,,485,Stone,,Sarsen,-2.57224,50.68443
Valley of Stones,#000000,,,486,Stone,,Sarsen,-2.57229,50.6844
Valley of Stones,#000000,,,487,Stone,,Sarsen,-2.57241,50.68445
Valley of Stones,#000000,,,488,Stone,,Sarsen,-2.57247,50.68442
Valley of Stones,#000000,,,489,Stone,,Sarsen,-2.57258,50.68448
Valley of Stones,#000000,,,490,Stone,,Sarsen,-2.57256,50.68453
Valley of Stones,#000000,,,491,Stone,,Sarsen,-2.5726,50.68456
Valley of Stones,#000000,,,492,Stone,,Sarsen,-2.57274,50.68458
Valley of Stones,#000000,,,493,Stone,,Sarsen,-2.5727,50.68457
Valley of Stones,#000000,,,494,Stone,,Sarsen,-2.57267,50.68453
Valley of Stones,#000000,,,495,Stone,,Sarsen,-2.57273,50.68452
Valley of Stones,#000000,,,496,Stone,,Sarsen,-2.5727,50.6845
Valley of Stones,#000000,,,497,Stone,,Sarsen,-2.57269,50.68447
Valley of Stones,#000000,,,498,Stone,,Sarsen,-2.57276,50.68442
Valley of Stones,#000000,,,499,Stone,,Sarsen,-2.57277,50.68447
Valley of Stones,#000000,,,500,Stone,,Sarsen,-2.57285,50.68447
Valley of Stones,#000000,,,501,Stone,,Sarsen,-2.57293,50.68445
Valley of Stones,#000000,,,502,Stone,,Sarsen,-2.57294,50.68442
Valley of Stones,#000000,,,503,Stone,,Sarsen,-2.57287,50.68442
Valley of Stones,#000000,,,504,Stone,,Sarsen,-2.57281,50.68439
Valley of Stones,#000000,,,505,Stone,,Sarsen,-2.57279,50.68436
Valley of Stones,#000000,,,506,Stone,,Sarsen,-2.57274,50.68434
Valley of Stones,#000000,,,507,Stone,,Sarsen,-2.5729,50.68436
Valley of Stones,#000000,,,508,Stone,,Sarsen,-2.57303,50.68435
Portesham Hill,#000000,,,509,Stone,,Sarsen,-2.56605,50.682
Portesham Hill,#000000,,,510,Stone,,Sarsen,-2.56603,50.68208
Portesham Hill,#000000,,,511,Stone,,Sarsen,-2.56601,50.68213
Portesham Hill,#000000,,,512,Stone,,Sarsen,-2.5659,50.68243
Portesham Hill,#000000,,,513,Stone,,Sarsen,-2.56571,50.68243
Portesham Hill,#000000,,,514,Stone,,Sarsen,-2.56588,50.6825
Portesham Hill,#000000,,,515,Stone,,Sarsen,-2.56585,50.68257
Portesham Hill,#000000,,,516,Stone,,Sarsen,-2.56584,50.68263
Portesham Hill,#000000,,,517,Stone,,Sarsen,-2.56582,50.68268
Portesham Hill,#000000,,,518,Stone,,Sarsen,-2.56578,50.68277
Portesham Hill,#000000,,,519,Stone,,Sarsen,-2.56577,50.6828
Portesham Hill,#000000,,,520,Stone,,Sarsen,-2.56576,50.68283
Portesham Hill,#000000,,,521,Stone,,Sarsen,-2.56514,50.68314
Portesham Hill,#000000,,,522,Stone,,Sarsen,-2.5652,50.6837
Valley of Stones,#000000,,,523,Stone,,Sarsen,-2.57378,50.68449
Valley of Stones,#000000,,,524,Stone,,Sarsen,-2.57372,50.68447
Valley of Stones,#000000,,,525,Stone,,Sarsen,-2.5737,50.68454
Valley of Stones,#000000,,,526,Stone,,Sarsen,-2.57364,50.68454
Valley of Stones,#000000,,,527,Stone,,Sarsen,-2.57359,50.68452
Valley of Stones,#000000,,,528,Stone,,Sarsen,-2.57367,50.68451
Valley of Stones,#000000,,,529,Stone,,Sarsen,-2.57361,50.6845
Valley of Stones,#000000,,,530,Stone,,Sarsen,-2.57349,50.68423
Valley of Stones,#000000,,,531,Stone,,Sarsen,-2.57342,50.68439
Valley of Stones,#000000,,,532,Stone,,Sarsen,-2.5733,50.68436
Valley of Stones,#000000,,,533,Stone,,Sarsen,-2.57323,50.68431
Valley of Stones,#000000,,,534,Stone,,Sarsen,-2.57316,50.68429
Valley of Stones,#000000,,,535,Stone,,Sarsen,-2.57308,50.6843
Valley of Stones,#000000,,,536,Stone,,Sarsen,-2.57283,50.68429
Valley of Stones,#000000,,,537,Stone,,Sarsen,-2.5729,50.68429
Valley of Stones,#000000,,,538,Stone,,Sarsen,-2.5729,50.68423
Valley of Stones,#000000,,,539,Stone,,Sarsen,-2.57295,50.68427
Valley of Stones,#000000,,,540,Stone,,Sarsen,-2.57297,50.6842
Valley of Stones,#000000,,,541,Stone,,Sarsen,-2.57307,50.68426
Valley of Stones,#000000,,,542,Stone,,Sarsen,-2.57324,50.68424
Valley of Stones,#000000,,,543,Stone,,Sarsen,-2.57316,50.68423
Valley of Stones,#000000,,,544,Stone,,Sarsen,-2.57313,50.68417
Valley of Stones,#000000,,,545,Stone,,Sarsen,-2.57301,50.68422
Valley of Stones,#000000,,,546,Stone,,Sarsen,-2.57306,50.68423
Valley of Stones,#000000,,,547,Stone,,Sarsen,-2.57308,50.6842
Valley of Stones,#000000,,,548,Stone,,Sarsen,-2.57273,50.68415
Valley of Stones,#000000,,,549,Stone,,Sarsen,-2.57278,50.68415
Valley of Stones,#000000,,,550,Stone,,Sarsen,-2.5728,50.68412
Valley of Stones,#000000,,,551,Stone,,Sarsen,-2.57284,50.68415
Punknowle,#000000,,,552,Stone,,Sarsen,-2.64626,50.69879
Punknowle,#000000,,,553,Stone,,Sarsen,-2.6453,50.69865
Punknowle,#000000,,,554,Stone,,Sarsen,-2.64408,50.69834
Punknowle,#000000,,,555,Stone,,Sarsen,-2.64429,50.69902
Punknowle,#000000,,,556,Stone,,Sarsen,-2.64336,50.69937
Punknowle,#000000,,,557,Stone,,Sarsen,-2.64599,50.69997
Punknowle,#000000,,,558,Stone,,Sarsen,-2.64608,50.70011
Punknowle,#000000,,,559,Stone,,Sarsen,-2.6446,50.70033
Punknowle,#000000,,,560,Stone,,Sarsen,-2.64469,50.70048
Punknowle,#000000,,,561,Stone,,Sarsen,-2.64357,50.70061
Punknowle,#000000,,,562,Stone,,Sarsen,-2.64366,50.70074
,#000000,,,563,Stone,,Heathstone,-2.13821,50.70284
,#000000,,,564,Stone,,Heathstone,-2.14229,50.70269
,#000000,,,565,Stone,,Heathstone,-2.14449,50.70261
,#000000,,,566,Stone,,Heathstone,-2.14653,50.70254
,#000000,,,567,Stone,,Heathstone,-2.14813,50.70246
,#000000,,,568,Stone,,Heathstone,-2.14783,50.70246
Eggardon Hill,#000000,,,569,Stone,Outcrop and landslip,Upper Greensand,-2.65404,50.75498
Eggardon Hill,#000000,,,570,Stone,Outcrop and landslip,Upper Greensand,-2.65467,50.75531
Eggardon Hill,#000000,,,571,Stone,Outcrop and landslip,Upper Greensand,-2.65503,50.75526
Eggardon Hill,#000000,,,572,Stone,Outcrop and landslip,Upper Greensand,-2.65498,50.75539
Eggardon Hill,#000000,,,573,Stone,Outcrop and landslip,Upper Greensand,-2.6551,50.75538
Eggardon Hill,#000000,,,574,Stone,Outcrop and landslip,Upper Greensand,-2.65514,50.75545
Eggardon Hill,#000000,,,575,Stone,Outcrop and landslip,Upper Greensand,-2.65515,50.75541
Eggardon Hill,#000000,,,576,Stone,Outcrop and landslip,Upper Greensand,-2.65564,50.7554
Eggardon Hill,#000000,,,577,Stone,Outcrop and landslip,Upper Greensand,-2.65514,50.75559
Eggardon Hill,#000000,,,578,Stone,Outcrop and landslip,Upper Greensand,-2.65521,50.75558
Eggardon Hill,#000000,,,579,Stone,Outcrop and landslip,Upper Greensand,-2.65577,50.75564
Eggardon Hill,#000000,,,580,Stone,Outcrop and landslip,Upper Greensand,-2.65586,50.75554
Eggardon Hill,#000000,,,581,Stone,Outcrop and landslip,Upper Greensand,-2.65595,50.75558
Eggardon Hill,#000000,,,582,Stone,Outcrop and landslip,Upper Greensand,-2.65462,50.75637
Eggardon Hill,#000000,,,583,Stone,Outcrop and landslip,Upper Greensand,-2.65512,50.75631
Eggardon Hill,#000000,,,584,Stone,Outcrop and landslip,Upper Greensand,-2.65508,50.75662
Eggardon Hill,#000000,,,585,Stone,Outcrop and landslip,Upper Greensand,-2.65518,50.75668
Eggardon Hill,#000000,,,586,Stone,Outcrop and landslip,Upper Greensand,-2.65517,50.75662
Eggardon Hill,#000000,,,587,Stone,Outcrop and landslip,Upper Greensand,-2.65629,50.75595
Eggardon Hill,#000000,,,588,Stone,Outcrop and landslip,Upper Greensand,-2.65641,50.75604
Eggardon Hill,#000000,,,589,Stone,Outcrop and landslip,Upper Greensand,-2.65585,50.75622
Eggardon Hill,#000000,,,590,Stone,Outcrop and landslip,Upper Greensand,-2.65617,50.75623
Eggardon Hill,#000000,,,591,Stone,Outcrop and landslip,Upper Greensand,-2.6563,50.75639
Eggardon Hill,#000000,,,592,Stone,Outcrop and landslip,Upper Greensand,-2.65605,50.75628
Eggardon Hill,#000000,,,593,Stone,Outcrop and landslip,Upper Greensand,-2.65578,50.7563
Eggardon Hill,#000000,,,594,Stone,Outcrop and landslip,Upper Greensand,-2.65582,50.75633
Eggardon Hill,#000000,,,595,Stone,Outcrop and landslip,Upper Greensand,-2.65587,50.75634
Eggardon Hill,#000000,,,596,Stone,Outcrop and landslip,Upper Greensand,-2.65582,50.75637
Eggardon Hill,#000000,,,597,Stone,Outcrop and landslip,Upper Greensand,-2.65815,50.75746
Eggardon Hill,#000000,,,598,Stone,Outcrop and landslip,Upper Greensand,-2.65774,50.75671
Eggardon Hill,#000000,,,599,Stone,Outcrop and landslip,Upper Greensand,-2.65792,50.75616
Eggardon Hill,#000000,,,600,Stone,Outcrop and landslip,Upper Greensand,-2.65824,50.75616
Eggardon Hill,#000000,,,601,Stone,Outcrop and landslip,Upper Greensand,-2.65697,50.75558
Eggardon Hill,#000000,,,602,Stone,Outcrop and landslip,Upper Greensand,-2.65703,50.7556
Eggardon Hill,#000000,,,603,Stone,Outcrop and landslip,Upper Greensand,-2.65713,50.75548
Eggardon Hill,#000000,,,604,Stone,Outcrop and landslip,Upper Greensand,-2.65767,50.7554
Eggardon Hill,#000000,,,605,Stone,Outcrop and landslip,Upper Greensand,-2.65758,50.7553
Eggardon Hill,#000000,,,606,Stone,Outcrop and landslip,Upper Greensand,-2.658,50.75529
Wareham,#000000,,,607,Stone,,Heathstone,-2.10086,50.70349
Wareham,#000000,,,608,Stone,,Heathstone,-2.09781,50.70478
Wareham,#000000,,,609,Stone,,Heathstone,-2.09543,50.70607
Wareham,#000000,,,610,Stone,,Heathstone,-2.09366,50.70688
Wareham,#000000,,,611,Stone,,Heathstone,-2.08934,50.70891
Wareham,#000000,,,612,Stone,,Heathstone,-2.08715,50.70996
Wareham,#000000,,,613,Stone,,Heathstone,-2.08507,50.71105
Wareham,#000000,,,614,Stone,,Heathstone,-2.07542,50.71094
Wareham,#000000,,,615,Stone,,Heathstone,-2.07701,50.7115
Wareham,#000000,,,616,Stone,,Heathstone,-2.07793,50.71183
Wareham,#000000,,,617,Stone,,Heathstone,-2.07859,50.71209
Wareham,#000000,,,618,Stone,,Heathstone,-2.07939,50.71236
Wareham,#000000,,,619,Stone,,Heathstone,-2.08032,50.71269
Valley of Stones,#000000,,,620,Stone,,Sarsen,-2.57258,50.68408
Valley of Stones,#000000,,,621,Stone,,Sarsen,-2.57278,50.68405
Valley of Stones,#000000,,,622,Stone,,Sarsen,-2.57309,50.68399
Valley of Stones,#000000,,,623,Stone,,Sarsen,-2.57314,50.68413
Valley of Stones,#000000,,,624,Stone,,Sarsen,-2.57282,50.68389
Valley of Stones,#000000,,,625,Stone,,Sarsen,-2.5727,50.68387
Valley of Stones,#000000,,,626,Stone,,Sarsen,-2.57262,50.68383
Valley of Stones,#000000,,,627,Stone,,Sarsen,-2.57261,50.68376
Valley of Stones,#000000,,,628,Stone,,Sarsen,-2.57272,50.68374
Valley of Stones,#000000,,,629,Stone,,Sarsen,-2.57256,50.68371
Valley of Stones,#000000,,,630,Stone,,Sarsen,-2.57248,50.68369
Valley of Stones,#000000,,,631,Stone,,Sarsen,-2.57242,50.68366
Valley of Stones,#000000,,,632,Stone,,Sarsen,-2.5725,50.68363
Valley of Stones,#000000,,,633,Stone,,Sarsen,-2.57255,50.68367
Valley of Stones,#000000,,,634,Stone,,Sarsen,-2.57258,50.68363
Valley of Stones,#000000,,,635,Stone,,Sarsen,-2.57255,50.68355
Valley of Stones,#000000,,,636,Stone,,Sarsen,-2.57244,50.68356
Valley of Stones,#000000,,,637,Stone,,Sarsen,-2.57243,50.68352
Valley of Stones,#000000,,,638,Stone,,Sarsen,-2.5724,50.68346
Valley of Stones,#000000,,,639,Stone,,Sarsen,-2.57235,50.68344
Valley of Stones,#000000,,,640,Stone,,Sarsen,-2.57242,50.68342
Valley of Stones,#000000,,,641,Stone,,Sarsen,-2.5723,50.68341
Valley of Stones,#000000,,,642,Stone,,Sarsen,-2.57235,50.6834
Valley of Stones,#000000,,,643,Stone,,Sarsen,-2.57229,50.68337
Valley of Stones,#000000,,,644,Stone,,Sarsen,-2.57222,50.68336
Valley of Stones,#000000,,,645,Stone,,Sarsen,-2.57226,50.68334
Valley of Stones,#000000,,,646,Stone,,Sarsen,-2.57243,50.68332
Valley of Stones,#000000,,,647,Stone,,Sarsen,-2.5721,50.68327
Valley of Stones,#000000,,,648,Stone,,Sarsen,-2.57225,50.68325
Valley of Stones,#000000,,,649,Stone,,Sarsen,-2.5721,50.68322
Valley of Stones,#000000,,,650,Stone,,Sarsen,-2.57215,50.68318
Valley of Stones,#000000,,,651,Stone,,Sarsen,-2.57207,50.68315
Valley of Stones,#000000,,,652,Stone,,Sarsen,-2.57202,50.68312
Valley of Stones,#000000,,,653,Stone,,Sarsen,-2.57207,50.68309
Valley of Stones,#000000,,,654,Stone,,Sarsen,-2.57201,50.683
Valley of Stones,#000000,,,655,Stone,,Sarsen,-2.57217,50.6831
Valley of Stones,#000000,,,656,Stone,,Sarsen,-2.57225,50.68311
Valley of Stones,#000000,,,657,Stone,,Sarsen,-2.57225,50.68297
Valley of Stones,#000000,,,658,Stone,,Sarsen,-2.57238,50.68315
Valley of Stones,#000000,,,659,Stone,,Sarsen,-2.57244,50.68319
Valley of Stones,#000000,,,660,Stone,,Sarsen,-2.57243,50.68326
Valley of Stones,#000000,,,661,Stone,,Sarsen,-2.57257,50.68329
Valley of Stones,#000000,,,662,Stone,,Sarsen,-2.57263,50.68309
Valley of Stones,#000000,,,663,Stone,,Sarsen,-2.57245,50.68303
Valley of Stones,#000000,,,664,Stone,,Sarsen,-2.57266,50.68321
Valley of Stones,#000000,,,665,Stone,,Sarsen,-2.57261,50.68336
Valley of Stones,#000000,,,666,Stone,,Sarsen,-2.57281,50.68329
Valley of Stones,#000000,,,667,Stone,,Sarsen,-2.57285,50.68332
Valley of Stones,#000000,,,668,Stone,,Sarsen,-2.57295,50.68327
Valley of Stones,#000000,,,669,Stone,,Sarsen,-2.57262,50.68343
Valley of Stones,#000000,,,670,Stone,,Sarsen,-2.57271,50.68343
Valley of Stones,#000000,,,671,Stone,,Sarsen,-2.57286,50.6834
Valley of Stones,#000000,,,672,Stone,,Sarsen,-2.57299,50.68339
Valley of Stones,#000000,,,673,Stone,,Sarsen,-2.57296,50.68356
Valley of Stones,#000000,,,674,Stone,,Sarsen,-2.57299,50.68364
Valley of Stones,#000000,,,675,Stone,,Sarsen,-2.57308,50.6837
Valley of Stones,#000000,,,676,Stone,,Sarsen,-2.57305,50.68362
Valley of Stones,#000000,,,677,Stone,,Sarsen,-2.57311,50.68359
Valley of Stones,#000000,,,678,Stone,,Sarsen,-2.57321,50.68365
Valley of Stones,#000000,,,679,Stone,,Sarsen,-2.57322,50.68361
Valley of Stones,#000000,,,680,Stone,,Sarsen,-2.57316,50.68358
Valley of Stones,#000000,,,681,Stone,,Sarsen,-2.57313,50.68355
Valley of Stones,#000000,,,682,Stone,,Sarsen,-2.57337,50.68358
Valley of Stones,#000000,,,683,Stone,,Sarsen,-2.57322,50.68351
Valley of Stones,#000000,,,684,Stone,,Sarsen,-2.57318,50.68347
Valley of Stones,#000000,,,685,Stone,,Sarsen,-2.57327,50.68344
Valley of Stones,#000000,,,686,Stone,,Sarsen,-2.57332,50.68348
Valley of Stones,#000000,,,687,Stone,,Sarsen,-2.5734,50.68348
Valley of Stones,#000000,,,688,Stone,,Sarsen,-2.57347,50.6834
Valley of Stones,#000000,,,689,Stone,,Sarsen,-2.5734,50.68337
Valley of Stones,#000000,,,690,Stone,,Sarsen,-2.57339,50.68334
Valley of Stones,#000000,,,691,Stone,,Sarsen,-2.57345,50.68334
Valley of Stones,#000000,,,692,Stone,,Sarsen,-2.57352,50.68338
Valley of Stones,#000000,,,693,Stone,,Sarsen,-2.5736,50.68336
Valley of Stones,#000000,,,694,Stone,,Sarsen,-2.57325,50.68325
Valley of Stones,#000000,,,695,Stone,,Sarsen,-2.5734,50.68324
Valley of Stones,#000000,,,696,Stone,,Sarsen,-2.57367,50.68329
Valley of Stones,#000000,,,697,Stone,,Sarsen,-2.57387,50.68335
Valley of Stones,#000000,,,698,Stone,,Sarsen,-2.574,50.68341
Valley of Stones,#000000,,,699,Stone,,Sarsen,-2.57415,50.68342
Valley of Stones,#000000,,,700,Stone,,Sarsen,-2.57401,50.68338
Valley of Stones,#000000,,,701,Stone,,Sarsen,-2.57369,50.68319
Valley of Stones,#000000,,,702,Stone,,Sarsen,-2.57329,50.68322
Valley of Stones,#000000,,,703,Stone,,Sarsen,-2.57304,50.6832
Valley of Stones,#000000,,,704,Stone,,Sarsen,-2.57307,50.68316
Valley of Stones,#000000,,,705,Stone,,Sarsen,-2.57313,50.68317
Valley of Stones,#000000,,,706,Stone,,Sarsen,-2.57303,50.6831
